station_code,country,lat,lon,n_obs
FRHR03116720,FR,48.78300,3.44478,4
FRHR03118300,FR,48.82934,2.90327,7
FRHR03122008,FR,48.74596,2.22946,8
FRHR03125000,FR,48.93627,2.03821,3
FRHR03127370,FR,49.02825,1.61844,8
FRHR03128270,FR,49.92213,4.15946,10
FRHR03128935,FR,49.89542,4.02407,8
FRHR03129020,FR,49.91017,3.82798,2
FRHR03130490,FR,49.78055,3.39926,7
FRHR03131000,FR,49.62294,3.28231,3
FRHR03133000,FR,49.53502,2.96987,6
FRHR03133937,FR,49.43981,2.85289,10
FRHR03134000,FR,49.39830,2.78708,4
FRHR03134730,FR,49.27060,2.85001,5
FRHR03136000,FR,49.30366,2.60668,7
FRHR03138000,FR,49.15149,2.29531,7
FRHR03138390,FR,49.20035,2.20317,14
FRHR03138800,FR,49.08436,2.20404,2
FRHR03140400,FR,49.08749,1.98538,12
FRHR03142520,FR,49.49280,3.36325,8
FRHR03143225,FR,49.73452,4.25924,8
FRHR03144475,FR,49.73742,3.74043,9
FRHR03144945,FR,49.70916,3.52759,11
FRHR03145290,FR,48.91130,5.07942,4
FRHR03145985,FR,49.10201,4.87078,5
FRHR03148220,FR,49.44042,4.76534,6
FRHR03149081,FR,49.48012,4.57904,10
FRHR03149353,FR,49.58414,4.30719,7
FRHR03149630,FR,49.49083,4.15718,8
FRHR03149900,FR,49.42334,4.16275,4
FRHR03152000,FR,49.39858,3.47519,5
FRHR03153950,FR,49.37996,3.18886,4
FRHR03156000,FR,49.43586,2.87708,10
FRHR03156350,FR,49.07451,5.12087,4
FRHR03156580,FR,49.23021,5.03445,6
FRHR03156995,FR,49.34036,4.87209,10
FRHR03157485,FR,49.23757,4.40851,5
FRHR03160000,FR,49.21552,4.09529,9
FRHR03162000,FR,49.37361,3.47963,13
FRHR03162240,FR,49.41500,2.35699,14
FRHR03163750,FR,49.54661,1.98209,8
FRHR03164180,FR,49.43232,1.93668,7
FRHR03165020,FR,49.39934,2.18113,3
FRHR03166050,FR,49.26198,2.37807,5
FRHR03167000,FR,49.12606,2.17151,9
FRHR03168690,FR,48.81316,1.86096,7
FRHR03170100,FR,48.89425,1.86780,13
FRHR03171880,FR,48.92745,1.69203,10
FRHR03174000,FR,49.31014,1.23665,6
FRHR03174695,FR,49.53303,1.68671,8
FRHR03175000,FR,49.40214,1.71085,11
FRHR03176945,FR,49.27224,1.73524,3
FRHR03178000,FR,49.11997,1.64517,8
FRHR03180100,FR,49.35337,1.32536,7
FRHR03187000,FR,48.44865,1.29123,11
FRHR03190300,FR,48.84331,1.38051,7
FRHR03191700,FR,49.10300,1.24048,10
FRHR03193520,FR,48.64956,1.23710,8
FRHR03194620,FR,48.72853,1.01027,14
FRHR03197000,FR,48.76481,0.76174,10
FRHR03198530,FR,48.96346,0.95400,6
FRHR03199200,FR,49.08017,1.15186,7
FRHR03202250,FR,49.50839,1.03695,9
FRHR03204000,FR,49.48478,0.87374,12
FRHR03205000,FR,49.52366,0.75133,9
FRHR03207020,FR,49.50632,0.53633,10
FRHR03208000,FR,49.94840,1.59537,7
FRHR03212090,FR,49.88161,1.13885,7
FRHR03214240,FR,49.73106,1.09996,3
FRHR03216000,FR,49.88272,0.95281,6
FRHR03217000,FR,49.83129,0.62771,8
FRHR03217400,FR,49.74394,0.47930,9
FRHR03219780,FR,48.83888,0.72321,5
FRHR03221500,FR,49.15317,0.72908,6
FRHR03223200,FR,49.01468,0.55121,7
FRHR03226300,FR,49.10456,0.21566,7
FRHR03226540,FR,49.06944,0.32377,6
FRHR03227100,FR,49.16568,0.27389,6
FRHR03227296,FR,49.17607,0.17091,9
FRHR03228690,FR,48.85634,-0.01654,9
FRHR03231000,FR,49.18314,-0.16370,7
FRHR03231065,FR,49.11120,-0.15288,5
FRHR03231490,FR,49.23702,-0.07259,6
FRHR03232450,FR,49.05722,0.11503,8
FRHR03233980,FR,48.75365,0.10038,5
FRHR03234215,FR,48.74725,-0.06226,8
FRHR03234650,FR,48.74088,-0.17528,9
FRHR03236395,FR,48.95569,-0.48685,12
FRHR03240100,FR,48.66921,-0.30622,6
FRHR03241590,FR,48.93605,-0.67189,8
FRHR03241957,FR,48.85742,-0.48892,5
FRHR03245100,FR,49.08490,-0.37916,10
FRHR03246000,FR,49.29069,-0.53177,5
FRHR03246300,FR,49.30317,-0.46516,6
FRHR03246920,FR,49.23981,-0.69492,16
FRHR03247210,FR,49.09051,-0.88068,6
FRHR03248401,FR,48.78463,-0.82833,5
FRHR03250430,FR,48.94704,-0.88897,8
FRHR03250475,FR,48.93426,-0.96516,5
FRHR03250797,FR,48.99826,-1.06257,8
FRHR03253780,FR,49.49773,-1.55685,8
FRHR03254370,FR,49.35783,-1.37149,13
FRHR03254770,FR,49.39926,-1.36553,5
FRHR03255180,FR,49.11530,-1.39253,9
FRHR03255650,FR,49.17798,-1.24766,8
FRHR03257800,FR,49.61123,-1.40590,9
FRHR03264000,FR,49.20284,-1.47523,2
FRHR03264965,FR,49.03687,-1.40527,7
FRHR03265600,FR,48.93258,-1.29724,11
FRHR03265993,FR,48.89783,-1.38789,8
FRHR03269438,FR,48.70104,-0.90164,8
FRHR03271000,FR,48.69649,-1.34836,7
FRHR03271415,FR,48.61952,-0.94180,5
FRHR03271965,FR,48.55215,-1.07696,8
FRHR03272685,FR,48.59571,-1.29379,2
HR10001,HR,45.04049,18.69592,2
HR10010,HR,45.26881,16.91547,3
HR10017,HR,45.86245,15.68806,1
HR10100,HR,44.85132,18.95954,3
HR12000,HR,45.26654,18.77175,4
HR14001,HR,45.26159,16.91287,4
HR15351,HR,45.62653,16.55835,1
HR16002,HR,45.44907,16.26086,2
HR16008,HR,45.64526,15.35644,4
HR21012,HR,45.70867,18.29429,7
HR25071,HR,45.38091,18.96729,3
HR29010,HR,45.87471,18.82924,4
HR29020,HR,45.23060,19.37897,4
HR29111,HR,45.78311,18.20061,2
HR29120,HR,45.94547,17.46169,6
HR29130,HR,46.24131,16.93828,6
HR29160,HR,46.40282,16.15485,6
HR29210,HR,46.42017,16.69367,7
HR30060,HR,45.32504,14.44852,5
HR31010,HR,45.35755,13.73778,1
HR31020,HR,,,1
HR31024,HR,45.09540,14.02406,3
HR31040,HR,45.45271,13.65463,8
HR40111,HR,43.43679,16.75835,1
HR40135,HR,43.53180,16.74740,1
HR40208,HR,44.16197,15.85769,1
HR40416,HR,44.03522,16.18968,7
HR40421,HR,43.80217,15.96651,13
HRRV-10007,HR,45.10190,17.73680,3
HRRV-15353,HR,45.83910,16.82710,3
HRRV-16333,HR,45.06360,15.74560,1
HRRV-30011,HR,45.49970,14.70550,4
HRRV-31070,HR,45.24760,13.97070,4
HRRV-40121,HR,43.54250,16.52730,5
HRRV-40424,HR,43.85200,16.15490,1
HRRV-40502,HR,43.43120,17.20000,2
HU01FF61,HU,47.60290,18.38100,3
HU02FF32,HU,47.37720,18.96800,4
HU04FB36,HU,46.90810,17.81830,2
HU04FF12,HU,46.74990,18.53220,5
HU04FF20,HU,46.38750,18.66440,4
HU04FF23,HU,47.16930,18.33900,2
HU04FF60,HU,46.79400,17.40830,1
HU05FB70,HU,46.77400,17.63310,1
HU05FF13,HU,45.83360,18.07900,6
HU05FF23,HU,46.69880,17.38110,3
HU05FF25,HU,46.80130,17.74530,4
HU05FF26,HU,46.85130,17.88160,5
HU06FF12,HU,46.72800,17.12220,5
HU06FF34,HU,46.86520,16.77180,2
HU06FF37,HU,46.35240,16.88420,4
HU07FF07,HU,47.97520,22.83630,4
HU08FF20,HU,48.10110,20.78410,1
HU08FF38,HU,48.39990,21.66590,2
HU08FF95,HU,48.15520,21.37450,1
HU09FF07,HU,47.20840,21.54120,1
HU09FF08,HU,47.01340,21.17870,1
HU09FF11,HU,47.89880,21.32810,3
HU100356712,HU,47.13010,18.03676,2
HU101178151,HU,47.79191,17.65101,4
HU101178210,HU,46.81055,18.93333,8
HU101178232,HU,45.90876,18.81420,6
HU101178243,HU,47.79846,17.48157,6
HU101178265,HU,47.94512,17.10386,2
HU101178276,HU,47.58957,16.87579,3
HU101178313,HU,47.44281,16.68078,3
HU101178324,HU,46.95367,16.26726,3
HU101178357,HU,47.67656,17.61960,2
HU101178368,HU,46.95942,16.27257,3
HU101178379,HU,47.40171,16.53269,3
HU101178391,HU,47.20984,16.44093,4
HU101178405,HU,47.28876,17.21247,2
HU101178427,HU,47.72416,18.01424,4
HU101178461,HU,47.75067,18.69152,2
HU101178472,HU,48.24138,19.61619,2
HU101178494,HU,47.88630,18.76326,4
HU101178531,HU,45.97442,19.05108,4
HU101178542,HU,45.94461,18.89577,4
HU101178830,HU,46.37964,18.72036,5
HU101178874,HU,46.68386,18.44236,5
HU101178885,HU,46.33722,18.15004,4
HU101178896,HU,46.62753,18.28688,2
HU101179011,HU,46.41927,16.69368,3
HU101179033,HU,46.24260,16.93801,3
HU101179044,HU,45.78351,18.20036,3
HU101179055,HU,46.03933,17.35297,3
HU101179077,HU,45.81868,18.08142,2
HU101179088,HU,48.10422,22.82968,5
HU101179103,HU,48.17687,21.54954,1
HU101179125,HU,47.64057,20.72738,1
HU101179170,HU,46.18551,20.10484,5
HU101179192,HU,47.84105,22.69222,3
HU101179206,HU,47.78652,22.40249,2
HU101179217,HU,48.09325,21.64079,2
HU101179228,HU,48.34922,21.68046,1
HU101179251,HU,48.28289,20.33961,2
HU101179295,HU,48.25991,20.36109,1
HU101179309,HU,48.56615,20.84538,3
HU101179310,HU,48.24921,20.74833,3
HU101179332,HU,48.50408,21.26451,1
HU101179343,HU,48.10798,20.96088,6
HU101179354,HU,48.51596,21.25175,2
HU101179365,HU,47.69670,20.68615,3
HU101179446,HU,47.29246,20.09191,1
HU101179457,HU,47.85392,20.21672,3
HU101179479,HU,47.63444,21.37282,4
HU101179480,HU,47.27641,21.80324,5
HU101179527,HU,47.44514,21.16964,3
HU101179550,HU,46.62902,21.33484,2
HU101179561,HU,46.69384,21.43007,4
HU101179583,HU,47.02024,21.65611,3
HU101179594,HU,46.85374,21.07839,2
HU101179631,HU,46.20319,20.45380,6
HU101179860,HU,46.16107,20.70191,2
HU101179871,HU,46.76067,20.20891,4
HU101180017,HU,46.72931,17.77667,1
HU101180198,HU,45.95146,17.44209,2
HU101845390,HU,47.70696,17.37861,4
HU101845507,HU,47.75868,18.91194,1
HU101845873,HU,47.61962,19.08594,1
HU101846168,HU,46.03002,19.19055,1
HU101846238,HU,48.06496,22.52108,2
HU101846593,HU,48.47905,20.60905,1
HU101846858,HU,47.76971,19.91519,1
HU101847431,HU,46.22038,17.37248,1
HU101847501,HU,46.61739,16.45089,1
HU102087074,HU,47.83150,18.85418,3
HU102090144,HU,47.30055,21.87420,2
HU102138871,HU,47.99871,18.90208,1
HU10FF40,HU,47.55300,20.00660,3
HU12FF07,HU,46.93750,20.77190,1
HU12FF11,HU,46.80070,21.13520,1
IE01E020300,IE,54.85890,-7.96949,1
IEMRRS01E020300,IE,54.85868,-7.96945,1
IEMRRS01M010100,IE,54.75169,-7.90996,1
IEMRRS01S020200,IE,54.86632,-8.06464,1
IEMRRS06B010100,IE,54.02455,-6.24279,3
IEMRRS06F010650,IE,54.00436,-6.57881,3
IEMRRS06W010500,IE,53.84238,-6.39461,4
IEMRRS07A010100,IE,53.65829,-6.94934,1
IEMRRS07B040200,IE,53.35739,-7.04540,1
IEMRRS07B042100,IE,53.70376,-6.54104,5
IEMRRS08N010700,IE,53.67078,-6.28377,1
IEMRRS09D010900,IE,53.31828,-6.23355,1
IEMRRS09L010250,IE,53.18398,-6.46941,2
IEMRRS09L012100,IE,53.35996,-6.44620,6
IEMRRS10A040800,IE,52.88510,-6.23344,4
IEMRRS10D010250,IE,53.20056,-6.12781,2
IEMRRS10G010200,IE,53.17069,-6.20130,3
IEMRRS10G050200,IE,53.00739,-6.34481,1
IEMRRS10V010300,IE,53.00582,-6.08451,2
IEMRRS11B020300,IE,52.64604,-6.28762,1
IEMRRS12C030200,IE,52.63813,-6.67595,1
IEMRRS12D020700,IE,52.72312,-6.55307,1
IEMRRS12D030200,IE,52.72059,-6.75049,1
IEMRRS12S020400,IE,52.98460,-6.65711,4
IEMRRS12U010200,IE,52.54189,-6.71880,1
IEMRRS14B011000,IE,53.14612,-7.07043,2
IEMRRS14B013500,IE,52.53952,-6.95434,2
IEMRRS14B050100,IE,52.71162,-6.82759,2
IEMRRS14G030300,IE,52.63233,-6.99348,2
IEMRRS14G040350,IE,52.96082,-6.84710,3
IEMRRS14T020390,IE,53.10332,-6.94085,1
IEMRRS15B010200,IE,52.91611,-7.37533,1
IEMRRS15D020800,IE,52.71530,-7.29156,1
IEMRRS15G010200,IE,52.50849,-7.28639,1
IEMRRS15N010300,IE,52.93344,-7.68733,2
IEMRRS15N012400,IE,52.50057,-7.09146,1
IEMRRS15N020100,IE,52.72367,-7.46395,1
IEMRRS16A010900,IE,52.41715,-7.97524,6
IEMRRS16A020600,IE,52.47008,-7.53885,1
IEMRRS16A030600,IE,52.43957,-8.03755,4
IEMRRS16D030100,IE,52.26593,-8.11879,3
IEMRRS16M021100,IE,52.51520,-7.99168,2
IEMRRS16N010100,IE,52.26760,-7.70935,1
IEMRRS16S020200,IE,52.80388,-7.80660,1
IEMRRS16S022700,IE,52.36023,-7.58064,3
IEMRRS17M010350,IE,52.15990,-7.38235,2
IEMRRS18A051300,IE,52.15586,-8.45255,2
IEMRRS18B020200,IE,52.09466,-9.20778,5
IEMRRS18B021900,IE,52.14904,-8.51526,3
IEMRRS18B022600,IE,52.14124,-7.93051,1
IEMRRS18B050500,IE,52.08031,-8.17804,4
IEMRRS18D010200,IE,52.20721,-9.00956,3
IEMRRS18L010100,IE,52.02204,-7.70488,4
IEMRRS19G010200,IE,52.01021,-8.48259,1
IEMRRS19L030700,IE,51.89691,-8.56797,4
IEMRRS19M010600,IE,51.93008,-8.58485,4
IEMRRS19W011300,IE,51.90555,-8.01496,1
IEMRRS20A020200,IE,51.66051,-8.79293,2
IEMRRS20B020600,IE,51.73653,-8.89674,1
IEMRRS21O070400,IE,51.73504,-9.41361,1
IEMRRS22F020300,IE,52.04778,-9.50632,4
IEMRRS22L010200,IE,52.07482,-9.63202,1
IEMRRS22M010700,IE,52.18444,-9.62224,3
IEMRRS22O030400,IE,51.98051,-9.62494,4
IEMRRS22S010100,IE,52.22471,-9.44350,2
IEMRRS23F010500,IE,52.41935,-9.36506,4
IEMRRS24D020400,IE,52.40525,-8.99227,4
IEMRRS24M010900,IE,52.54339,-8.76741,5
IEMRRS25B020800,IE,53.03316,-8.24208,4
IEMRRS25B090760,IE,53.28166,-7.71544,1
IEMRRS25B091100,IE,53.23862,-7.92923,1
IEMRRS25B100100,IE,52.93355,-8.49765,2
IEMRRS25C060500,IE,53.28078,-7.61596,2
IEMRRS25D010100,IE,52.54541,-8.21302,4
IEMRRS25G040025,IE,52.95981,-8.66352,1
IEMRRS25K010700,IE,53.10149,-8.30219,1
IEMRRS25N010300,IE,52.81683,-8.12597,2
IEMRRS25N020200,IE,52.72089,-8.38752,1
IEMRRS25S020700,IE,53.22843,-7.79234,1
IEMRRS25T030400,IE,53.27521,-7.55833,1
IEMRRS26B140200,IE,53.33141,-8.02614,1
IEMRRS26C100400,IE,53.40318,-7.94498,1
IEMRRS26I010100,IE,53.75896,-7.16570,1
IEMRRS26I011350,IE,53.55259,-7.79710,1
IEMRRS26M020500,IE,53.81864,-7.25696,1
IEMRRS26S021800,IE,53.32693,-7.99015,1
IEMRRS26S071100,IE,53.46687,-8.27718,1
IEMRRS27B020800,IE,52.81048,-8.65769,1
IEMRRS27F010100,IE,52.96620,-9.08530,3
IEMRRS27M020700,IE,52.93981,-8.95074,1
IEMRRS28C021400,IE,52.74433,-9.43073,2
IEMRRS28G020200,IE,52.83967,-9.40679,1
IEMRRS29O011000,IE,53.02330,-8.76948,2
IEMRRS30A010500,IE,53.41437,-8.84854,1
IEMRRS30B020100,IE,53.56487,-9.02909,4
IEMRRS30C010800,IE,53.43771,-8.86384,2
IEMRRS30N010300,IE,53.52373,-8.87685,1
IEMRRS30O010200,IE,53.60636,-9.42732,2
IEMRRS30O020100,IE,53.42552,-9.34047,1
IEMRRS30R010600,IE,53.62828,-9.21812,2
IEMRRS31S010570,IE,53.40361,-9.54432,1
IEMRRS33G010100,IE,54.24104,-9.69781,1
IEMRRS34B080400,IE,54.10756,-9.09053,1
IEMRRS34C010200,IE,53.87088,-9.26332,3
IEMRRS34C050030,IE,53.91114,-9.30545,2
IEMRRS34D010300,IE,54.11494,-9.28871,6
IEMRRS34M020050,IE,54.12160,-8.73019,1
IEMRRS34M020650,IE,53.93168,-9.07461,1
IEMRRS34M021100,IE,54.11240,-9.15273,4
IEMRRS34T020200,IE,54.04941,-8.80062,1
IEMRRS35B050100,IE,54.20951,-8.50930,2
IEMRRS35D060200,IE,54.25489,-8.86230,2
IEMRRS35G030100,IE,54.18400,-8.93797,2
IEMRRS35O060900,IE,54.18795,-8.48383,3
IEMRRS36E011100,IE,53.96129,-7.45810,2
IEMRRS36E011400,IE,54.10129,-7.44879,1
IEMRRS36F010500,IE,54.15611,-7.23576,2
IEMRRS36W030700,IE,54.53460,-7.86946,2
IEMRRS37E030300,IE,54.68054,-8.24772,1
IEMRRS38C040300,IE,55.05994,-8.29996,1
IEMRRS38C060100,IE,55.01812,-8.11217,3
IEMRRS38O060300,IE,54.76312,-8.41756,1
IEMRRS39B020600,IE,55.05909,-7.40570,2
IEMRRS39G050100,IE,55.00321,-7.91949,2
IEMRRS39S020050,IE,54.92989,-7.90755,3
IENB-06D010600,IE,53.84850,-6.59452,1
IEWE-30C011300,IE,53.34160,-9.01999,2
IT01-001025,IT,44.70910,7.45639,4
IT01-001057,IT,44.88230,7.68702,1
IT01-001090,IT,45.00000,7.67727,1
IT01-001140,IT,45.10290,7.76257,3
IT01-001220,IT,45.17910,8.09969,1
IT01-007012,IT,45.54890,8.02062,1
IT01-007025,IT,45.45010,8.11264,1
IT01-009030,IT,45.55800,8.07557,1
IT01-009050,IT,45.48990,8.24421,2
IT01-013015,IT,45.67410,8.22148,1
IT01-014018,IT,45.69070,8.31765,2
IT01-014021,IT,45.63670,8.37330,1
IT01-026030,IT,44.35070,7.48259,1
IT01-026045,IT,44.45160,7.63656,2
IT01-028005,IT,44.37250,7.90981,1
IT01-030002,IT,44.80570,7.10332,1
IT01-030008,IT,44.80960,7.27800,1
IT01-037003,IT,44.93590,7.81202,1
IT01-038005,IT,45.11230,7.26832,1
IT01-045030,IT,45.23760,7.74012,1
IT01-046055,IT,44.68490,7.91287,1
IT01-046205,IT,44.94600,8.68997,4
IT01-051004,IT,46.39190,8.41937,1
IT01-052030,IT,45.55640,8.70030,1
IT01-053030,IT,45.68430,8.45941,1
IT01-053045,IT,45.48710,8.58141,2
IT01-053055,IT,45.35310,8.61626,2
IT01-065055,IT,44.75150,8.54433,1
IT01-065075,IT,44.88440,8.63507,1
IT01-415004,IT,45.53640,8.31065,1
IT01-416004,IT,45.54480,8.34199,1
IT01001015,IT,44.70140,7.14991,3
IT01001018,IT,44.65145,7.33282,3
IT01001040,IT,44.78086,7.51308,3
IT01001065,IT,44.90868,7.69077,2
IT01001095,IT,45.06507,7.69993,5
IT01001160,IT,45.17259,7.84901,6
IT01001197,IT,45.17488,7.99742,5
IT01001230,IT,45.17519,8.29232,7
IT01001270,IT,45.05105,8.63204,1
IT01001280,IT,45.04309,8.85141,3
IT01002035,IT,44.88958,8.26996,2
IT01004005,IT,44.77626,8.00863,2
IT01004030,IT,44.89231,8.19653,2
IT01005040,IT,44.71678,8.24056,1
IT01006030,IT,44.87274,8.11843,5
IT01007015,IT,45.52751,8.02230,2
IT01007030,IT,45.39613,8.29372,4
IT01009040,IT,45.54062,8.17874,3
IT01009060,IT,45.39010,8.36540,4
IT01010010,IT,45.70913,8.29905,1
IT01011015,IT,45.62671,8.10824,4
IT01011035,IT,45.55108,8.18233,3
IT01013010,IT,45.69687,8.16567,4
IT01013030,IT,45.70065,8.28723,2
IT01014005,IT,45.79858,8.03186,1
IT01014013,IT,45.77091,8.26402,4
IT01014025,IT,45.37269,8.39976,1
IT01014045,IT,45.19500,8.55203,5
IT01017020,IT,45.22652,8.50823,7
IT01019020,IT,45.17358,8.54062,1
IT01020007,IT,44.40939,7.44124,1
IT01020010,IT,44.50223,7.58211,4
IT01021025,IT,44.48295,7.44844,1
IT01021030,IT,44.55150,7.54497,4
IT01021040,IT,44.64821,7.65004,3
IT01021050,IT,44.76971,7.66638,9
IT01022022,IT,44.58395,7.52497,4
IT01022030,IT,44.64989,7.58794,1
IT01022040,IT,44.80486,7.60102,2
IT01023030,IT,44.31467,7.48937,2
IT01024040,IT,44.39181,7.55706,2
IT01025012,IT,44.40962,7.71816,1
IT01026035,IT,44.39868,7.54551,4
IT01026060,IT,44.55614,7.74481,1
IT01026070,IT,44.65900,7.85543,3
IT01027010,IT,44.44038,7.88244,1
IT01029001,IT,44.98740,6.92177,2
IT01029005,IT,44.88529,7.28264,4
IT01029010,IT,44.84369,7.38374,2
IT01030010,IT,44.82935,7.36777,2
IT01030030,IT,44.81463,7.55639,4
IT01031050,IT,45.30391,7.65621,2
IT01032005,IT,45.03493,7.45447,2
IT01032010,IT,45.01755,7.67308,3
IT01033010,IT,45.40550,7.90083,1
IT01033035,IT,45.50543,7.74274,1
IT01034010,IT,45.18961,7.86352,5
IT01034020,IT,45.30912,7.75527,2
IT01034030,IT,45.41540,7.55818,2
IT01034050,IT,45.43234,7.40913,1
IT01035045,IT,45.26915,7.80189,2
IT01037005,IT,44.95432,7.93293,2
IT01037010,IT,44.94841,7.71821,2
IT01038004,IT,45.13441,7.07340,1
IT01038330,IT,45.07306,6.89086,2
IT01038430,IT,45.08971,7.39946,1
IT01038490,IT,45.08800,7.64110,1
IT01039020,IT,45.39308,7.92306,3
IT01039025,IT,45.20418,8.03029,1
IT01043010,IT,44.99246,7.67269,7
IT01044015,IT,45.13914,7.64115,1
IT01044030,IT,45.09823,7.72147,3
IT01045005,IT,45.31015,7.56592,4
IT01045060,IT,45.18278,7.85060,4
IT01046020,IT,44.25761,8.02551,1
IT01046050,IT,44.59808,7.88721,1
IT01046070,IT,44.74440,8.08893,6
IT01046080,IT,44.81855,8.13487,6
IT01046122,IT,44.87941,8.30590,1
IT01046165,IT,44.89042,8.43939,1
IT01046190,IT,44.93672,8.62415,4
IT01046210,IT,44.98418,8.72725,5
IT01047010,IT,44.39840,8.18041,6
IT01047030,IT,44.54094,8.14130,3
IT01047050,IT,44.64676,8.32384,4
IT01048030,IT,44.74389,8.85823,3
IT01048055,IT,44.80922,8.84946,3
IT01048075,IT,44.94401,8.86494,2
IT01048100,IT,45.02858,8.87643,1
IT01049002,IT,44.47904,8.05708,6
IT01049025,IT,44.66071,8.19119,2
IT01049045,IT,44.71529,8.27296,3
IT01049070,IT,44.79826,8.41884,5
IT01049085,IT,44.88092,8.50784,1
IT01050042,IT,44.83024,8.36514,4
IT01051007,IT,46.29416,8.36215,1
IT01051030,IT,46.08466,8.28668,2
IT01051050,IT,45.99643,8.31113,2
IT01051052,IT,45.98638,8.38244,6
IT01051060,IT,45.93753,8.44379,2
IT01052010,IT,45.70436,8.65139,1
IT01052022,IT,45.58957,8.70386,2
IT01052050,IT,45.40782,8.82478,3
IT01053005,IT,45.81534,8.46585,1
IT01053010,IT,45.74751,8.45870,1
IT01053037,IT,45.54602,8.55754,2
IT01053050,IT,45.40085,8.60421,2
IT01055020,IT,45.93333,8.44386,3
IT01056010,IT,44.49819,8.31805,1
IT01056027,IT,44.57671,8.33988,2
IT01057030,IT,44.98208,8.93174,2
IT01058002,IT,45.60766,8.57407,2
IT01058005,IT,45.51872,8.60998,3
IT01058020,IT,45.42091,8.69736,3
IT01058030,IT,45.39925,8.81779,6
IT01060045,IT,44.80647,8.64052,2
IT01061051,IT,44.76235,8.68334,3
IT01062045,IT,45.13967,8.34598,2
IT01063020,IT,44.71055,9.05080,3
IT01063040,IT,44.71070,8.87690,2
IT01064040,IT,45.02837,8.63306,3
IT01065045,IT,44.69982,8.53722,2
IT01065065,IT,44.87268,8.60387,1
IT01065090,IT,44.91989,8.65389,5
IT01066010,IT,46.25076,8.32875,1
IT01070010,IT,45.93215,8.57088,1
IT01071010,IT,45.75368,8.56655,1
IT01075010,IT,46.06831,8.27696,1
IT01077008,IT,45.98782,8.13297,1
IT01077009,IT,46.01915,8.25266,1
IT01087010,IT,44.68067,8.67058,1
IT01089020,IT,44.94532,8.70375,2
IT01090025,IT,45.05177,8.51896,3
IT01100010,IT,45.31798,8.69628,4
IT01101010,IT,45.86629,8.39776,2
IT01106010,IT,45.78381,8.39029,1
IT01110050,IT,45.47882,8.61176,1
IT01112010,IT,45.38842,8.56877,3
IT01113010,IT,45.37942,8.50762,1
IT01125020,IT,44.66735,7.45965,1
IT01127010,IT,44.72744,7.43115,1
IT01182010,IT,45.49288,8.57588,2
IT01236020,IT,45.04166,6.82762,2
IT01303010,IT,44.95262,7.75372,3
IT01324010,IT,44.59034,7.88276,1
IT01400010,IT,45.61355,8.44426,1
IT01415005,IT,45.44118,8.34003,4
IT01416002,IT,45.57692,8.32691,2
IT01424010,IT,45.45189,7.74148,1
IT01428010,IT,45.49321,7.53561,1
IT01573010,IT,45.47025,8.04143,1
IT01589010,IT,44.92578,8.02242,1
IT017-BR01,IT,40.74039,16.16343,1
IT01721010,IT,45.41212,8.20626,3
IT01722010,IT,45.16674,7.84029,8
IT01751010,IT,44.90332,8.02737,1
IT01753002,IT,44.82018,8.17467,1
IT01755001,IT,44.85972,8.31230,1
IT01804010,IT,45.43344,8.13849,5
IT01987050,IT,45.31456,7.86918,1
IT02-016IRVA1,IT,45.58380,7.79923,1
IT02-53010101,IT,45.76440,6.99119,1
IT02-60010105,IT,45.74070,7.44079,1
IT020031VA1,IT,45.59950,7.75840,5
IT02012VA1,IT,45.73821,7.42994,6
IT0203VA1,IT,45.79592,6.96695,2
IT0205VA1,IT,45.75273,7.04216,3
IT020803VA1,IT,45.74951,7.45775,1
IT0209VA1,IT,45.70512,7.22708,1
IT02BTH030,IT,45.82962,7.35232,2
IT02DBL040,IT,45.76930,6.98194,2
IT02DBL060,IT,45.74649,7.05434,2
IT02DBL070,IT,45.71674,7.10935,4
IT02DBL080,IT,45.70402,7.16070,1
IT02DBL100,IT,45.72895,7.33533,5
IT02DBL110,IT,45.73871,7.42210,3
IT02DBL130,IT,45.74518,7.58081,1
IT02DBL140,IT,45.74107,7.64568,4
IT02DBL150,IT,45.72206,7.66561,3
IT02DBL160,IT,45.66669,7.67887,1
IT02DBL180,IT,45.58200,7.79821,1
IT02EVN070,IT,45.66377,7.68408,4
IT02GRS020,IT,45.71877,7.27991,3
IT02LYS050,IT,45.76803,7.83200,1
IT02MRM040,IT,45.90833,7.61520,1
IT02MRM070,IT,45.81346,7.58984,1
IT02MRM100,IT,45.74527,7.61210,1
IT02SBR020,IT,45.80641,7.51992,1
IT02SVR010,IT,45.52264,7.20254,1
IT03-POAD3SECOCA1,IT,45.28270,9.70660,1
IT03-POAD3TOCN1,IT,45.40320,9.56842,1
IT03-POAGCN2,IT,45.17400,8.73454,1
IT03-POOG1CN2,IT,45.92460,10.23530,1
IT03-POOG3CN5,IT,45.12390,10.50950,1
IT03-POTECN2,IT,45.12060,8.98908,1
IT0300108614IR1,IT,44.96140,10.95440,1
IT03N0080010064LO1,IT,45.71022,9.58769,2
IT03N0080010162LO1,IT,46.16269,9.85335,1
IT03N008001023091LO1,IT,45.85847,9.87947,2
IT03N0080010273LO1,IT,46.07276,9.29844,2
IT03N0080011612LO1,IT,45.85479,9.36778,1
IT03N008001191013LO1,IT,45.46825,9.44355,1
IT03N0080013LO1,IT,46.36177,10.35550,1
